A
B,,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8,ASAM8-D02in,ASAM8-D02in,ASAM8-D04in,ASAM8-D04in,ASAM8-D08in,ASAM8-D08in,ASAM8-D20in,ASAM8-D20in,ASAM8-D40in,ASAM8-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
21,19Apr2024 1140,78.76,,299.7,0.41,0,24.854,-6.389,,,,,,,,,,,
22,19Apr2024 1145,79.24,,294.3,0.92,0,24.113,-6.472,,,,,,,,,,,
23,19Apr2024 1150,78.91,,302.9,1.82,0,24.984,-6.494,,,,,,,,,,,
24,19Apr2024 1155,78.68,,302.4,3.06,0,24.818,-6.544,,,,,,,,,,,
25,19Apr2024 1200,78.61,10.922,296.6,4.57,0,22.763,-6.6,34.1,1.294,34.7,2.306,38.3,3.278,42,3.55,49,3.128,
26,19Apr2024 1205,78.83,,298.6,6.93,0,26.41,-6.561,,,,,,,,,,,
27,19Apr2024 1210,78.32,,298.4,11.9,0,27.076,-6.3,,,,,,,,,,,
28,19Apr2024 1215,77.64,,296.1,18.91,0,28.984,-6.161,,,,,,,,,,,
29,19Apr2024 1220,77.48,,299.1,25.84,0,25.704,-6.133,,,,,,,,,,,
30,19Apr2024 1225,78.13,,297.3,21.48,0,26.15,-6.189,,,,,,,,,,,
31,19Apr2024 1230,79.3,,295.1,13.23,0,27.004,-6.283,,,,,,,,,,,
32,19Apr2024 1235,80.6,,297,21.19,0,27.371,-6.133,,,,,,,,,,,
33,19Apr2024 1240,80.2,,292.1,31.01,0,27.522,-6.022,,,,,,,,,,,
34,19Apr2024 1245,80,,298.4,43.53,0,27.205,-5.983,,,,,,,,,,,
35,19Apr2024 1250,79.64,,296.3,31.71,0,21.15,-5.844,,,,,,,,,,,
36,19Apr2024 1255,79.99,,296.5,35.04,0,29.484,-5.8,,,,,,,,,,,
37,19Apr2024 1300,80.6,12.954,290.1,34.02,0,23.094,-5.85,34,1.25,34.6,2.278,38.3,3.172,42,3.467,49,3.15,
38,19Apr2024 1305,81.2,,295.3,47.98,0,25.762,-5.767,,,,,,,,,,,
39,19Apr2024 1310,80.6,,285.3,51.88,0,26.521,-5.689,,,,,,,,,,,
40,19Apr2024 1315,79.34,,292.8,74.01,0,26.021,-5.533,,,,,,,,,,,
41,19Apr2024 1320,75.32,,310.1,79.06,0,31.853,-5.144,,,,,,,,,,,
42,19Apr2024 1325,73.23,,309.9,57.21,0,30.316,-5.111,,,,,,,,,,,
43,19Apr2024 1330,74.91,,305.5,53.68,0,29.484,-5.083,,,,,,,,,,,
44,19Apr2024 1335,75.21,,309.7,77.49,0,26.132,-5.028,,,,,,,,,,,
45,19Apr2024 1340,72.08,,306.2,86.09,0,31.356,-4.917,,,,,,,,,,,
46,19Apr2024 1345,71.94,,301.7,91.82,0,30.856,-4.878,,,,,,,,,,,
47,19Apr2024 1350,72.21,,304.1,94.14,0,31.356,-5,,,,,,,,,,,
48,19Apr2024 1355,73.41,,303.4,90.64,0,28.242,-4.989,,,,,,,,,,,
49,19Apr2024 1400,74.01,16.002,296.9,93.87,0,29.707,-4.939,33.9,1.233,34.5,2.2,38.3,3.161,42,3.528,49,3.167,
50,19Apr2024 1405,72.97,,301.7,118.19,0,33.224,-4.944,,,,,,,,,,,
51,19Apr2024 1410,72.31,,304.9,87.23,0,29.225,-4.944,,,,,,,,,,,
52,19Apr2024 1415,72.56,,312.6,99.21,0,36.576,-4.972,,,,,,,,,,,
53,19Apr2024 1420,72.59,,311.5,125.97,0,34.668,-5.011,,,,,,,,,,,
54,19Apr2024 1425,72.76,,308,153.49,0,33.023,-4.883,,,,,,,,,,,
55,19Apr2024 1430,72.63,,310.7,169.85,0,30.521,-4.906,,,,,,,,,,,
56,19Apr2024 1435,72.44,,314.6,195.17,0,31.039,-4.806,,,,,,,,,,,
57,19Apr2024 1440,71.66,,310.7,239.27,0,28.206,-4.778,,,,,,,,,,,
58,19Apr2024 1445,71.54,,318.5,259.35,0,31.356,-4.572,,,,,,,,,,,
59,19Apr2024 1450,67.64,,307.1,385.93,0,32.54,-4.339,,,,,,,,,,,
60,19Apr2024 1455,65.17,,306.1,238.32,0,34.279,-4.2,,,,,,,,,,,
61,19Apr2024 1500,64.25,16.002,306.7,441.43,0,36.187,-4.1,33.9,1.183,34.5,2.167,38.3,3.144,42,3.439,49,3.144,
62,19Apr2024 1505,62.6,,311.4,332.47,0,37.577,-3.894,,,,,,,,,,,
63,19Apr2024 1510,62.58,,300.4,292.56,0,36.576,-3.889,,,,,,,,,,,
64,19Apr2024 1515,61.54,,296.6,279.91,0,36.227,-3.983,,,,,,,,,,,
65,19Apr2024 1520,60.86,,313.4,354.92,0,36.576,-3.778,,,,,,,,,,,
66,19Apr2024 1525,59.57,,322.6,488.23,0,36.076,-3.333,,,,,,,,,,,
67,19Apr2024 1530,58.28,,316.1,397.38,0,37.501,-3.556,,,,,,,,,,,
68,19Apr2024 1535,57.36,,305.7,421.61,0,36.187,-3.383,,,,,,,,,,,
69,19Apr2024 1540,59.21,,319.2,567.78,0,37.372,-3.206,,,,,,,,,,,
70,19Apr2024 1545,61.84,,315.9,485.85,0,39.668,-3.217,,,,,,,,,,,
71,19Apr2024 1550,63.18,,307.3,561.31,0,39.132,-3.206,,,,,,,,,,,
72,19Apr2024 1555,65.67,,319.2,514.24,0,35.096,-3.317,,,,,,,,,,,
73,19Apr2024 1600,68.88,20.066,305.3,462.21,0,31.964,-3.367,33.9,1.172,34.5,2.111,38.3,3.111,42,3.461,49,3.133,

A
B,,BCHN8,BCHN8,BCHN8,BCHN8,BCHN8,BCHN8,BCHN8,BCHN8-D02in,BCHN8-D02in,BCHN8-D04in,BCHN8-D04in,BCHN8-D08in,BCHN8-D08in,BCHN8-D20in,BCHN8-D20in,BCHN8-D40in,BCHN8-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
1,19Apr2024 1000,83.7,5.08,312.5,0,0,21.686,-5.756,11.2,3.728,15.2,4.822,23.4,5.961,26.2,6.294,17.9,5.272,
2,19Apr2024 1005,84.4,,314.2,0,0,22.223,-5.789,,,,,,,,,,,
3,19Apr2024 1010,84.8,,313.4,0,0,20.444,-5.883,,,,,,,,,,,
4,19Apr2024 1015,85,,313.6,0,0,20.743,-5.944,,,,,,,,,,,
5,19Apr2024 1020,84.5,,318.1,0,0,27.04,-5.978,,,,,,,,,,,
6,19Apr2024 1025,83.4,,315.5,0,0,27.41,-6.072,,,,,,,,,,,
7,19Apr2024 1030,82.3,,312.2,0,0,23.854,-6.183,,,,,,,,,,,
8,19Apr2024 1035,82.3,,317.5,0,0,19.966,-6.3,,,,,,,,,,,
9,19Apr2024 1040,82.9,,315.4,0,0,20.686,-6.456,,,,,,,,,,,
10,19Apr2024 1045,83,,315.5,0,0,20.686,-6.583,,,,,,,,,,,
11,19Apr2024 1050,83.6,,315.2,0,0,16.574,-6.717,,,,,,,,,,,
12,19Apr2024 1055,84.8,,312,0,0,13.648,-6.883,,,,,,,,,,,
13,19Apr2024 1100,86.1,5.08,307.1,0,0,15.336,-6.994,11.2,3.6,15.2,4.661,23.4,5.878,26.2,6.306,17.7,5.3,
14,19Apr2024 1105,86.1,,310.3,0,0,15.26,-6.967,,,,,,,,,,,
15,19Apr2024 1110,85.9,,307,0,0,13.352,-6.972,,,,,,,,,,,
16,19Apr2024 1115,85.4,,307.6,0,0,15.89,-6.989,,,,,,,,,,,
17,19Apr2024 1120,84.9,,299.9,0,0,17.633,-6.878,,,,,,,,,,,
18,19Apr2024 1125,84.2,,303.9,0,0,14.724,-6.744,,,,,,,,,,,
19,19Apr2024 1130,84.1,,307.7,0.02,0,14.188,-6.728,,,,,,,,,,,
20,19Apr2024 1135,84.4,,316.3,0.1,0,14.818,-6.744,,,,,,,,,,,
21,19Apr2024 1140,84.8,,310.8,0.25,0,17.87,-6.656,,,,,,,,,,,
22,19Apr2024 1145,84.8,,307.9,0.5,0,17.446,-6.539,,,,,,,,,,,
23,19Apr2024 1150,85,,309.6,0.82,0,17.593,-6.367,,,,,,,,,,,
24,19Apr2024 1155,84,,317,1.51,0,25.373,-6.022,,,,,,,,,,,
25,19Apr2024 1200,83.6,1.016,318.7,2.38,0,22.871,-5.828,11.2,3.306,15.2,4.478,23.5,5.728,26.2,6.278,17.7,5.289,
26,19Apr2024 1205,83.4,,319.1,3.75,0,25.502,-5.789,,,,,,,,,,,
27,19Apr2024 1210,82.7,,314,6.14,0,25.297,-5.783,,,,,,,,,,,
28,19Apr2024 1215,82.5,,313.8,7.04,0,24.484,-5.789,,,,,,,,,,,
29,19Apr2024 1220,81.5,,312.7,9.06,0,22.705,-5.783,,,,,,,,,,,
30,19Apr2024 1225,81.8,,307.9,10.65,0,22.169,-5.828,,,,,,,,,,,
31,19Apr2024 1230,81.7,,315.8,14.21,0,25.762,-5.783,,,,,,,,,,,
32,19Apr2024 1235,81.2,,318.9,20.76,0,31.928,-5.867,,,,,,,,,,,
33,19Apr2024 1240,81.9,,318.9,26.35,0,31.28,-5.972,,,,,,,,,,,
34,19Apr2024 1245,82.2,,315.7,38.84,0,26.723,-6.039,,,,,,,,,,,
35,19Apr2024 1250,82.2,,313.1,43.52,0,23.76,-5.878,,,,,,,,,,,
36,19Apr2024 1255,81.7,,309,51.55,0,21.168,-5.761,,,,,,,,,,,
37,19Apr2024 1300,81.5,2.032,310.3,63.75,0,22.464,-5.717,11.2,3.144,15.1,4.261,23.4,5.606,26.2,6.267,17.7,5.311,
38,19Apr2024 1305,80.6,,310.3,76.97,0,23.778,-5.7,,,,,,,,,,,
39,19Apr2024 1310,80.3,,317.7,83.96,0,24.667,-5.739,,,,,,,,,,,
40,19Apr2024 1315,79.9,,314.7,85.62,0,25.502,-5.739,,,,,,,,,,,
41,19Apr2024 1320,79.01,,319.1,86.49,0,23.17,-5.761,,,,,,,,,,,
42,19Apr2024 1325,78.21,,320.4,92.61,0,28.282,-5.761,,,,,,,,,,,
43,19Apr2024 1330,77.15,,318,96.55,0,26.096,-5.644,,,,,,,,,,,
44,19Apr2024 1335,75.5,,316.1,120.27,0,25.207,-5.489,,,,,,,,,,,
45,19Apr2024 1340,73.74,,320,146.67,0,28.836,-5.228,,,,,,,,,,,
46,19Apr2024 1345,72,,325.1,157,0,30.132,-5.133,,,,,,,,,,,
47,19Apr2024 1350,70.88,,320.8,213.18,0,26.446,-4.894,,,,,,,,,,,
48,19Apr2024 1355,69.22,,317.3,235.6,0,32.465,-4.622,,,,,,,,,,,
49,19Apr2024 1400,68.2,5.08,331.3,186.68,0,33.3,-4.661,11.2,3.033,15.1,4.156,23.5,5.528,26.2,6.25,17.8,5.3,
50,19Apr2024 1405,67.83,,323.2,241.71,0,33.948,-4.567,,,,,,,,,,,
51,19Apr2024 1410,66.43,,323.8,259.97,0,34.891,-4.5,,,,,,,,,,,
52,19Apr2024 1415,65.53,,316.5,278.81,0,33.559,-4.456,,,,,,,,,,,
53,19Apr2024 1420,64.31,,323.8,340.73,0,36.504,-4.25,,,,,,,,,,,
54,19Apr2024 1425,62.86,,327.3,379.95,0,41.54,-4.017,,,,,,,,,,,
55,19Apr2024 1430,62.23,,330.8,240.55,0,39.521,-3.933,,,,,,,,,,,
56,19Apr2024 1435,62.94,,331.8,168.88,0,38.189,-4.35,,,,,,,,,,,
57,19Apr2024 1440,64.08,,326.6,176.33,0,35.021,-4.317,,,,,,,,,,,
58,19Apr2024 1445,64.14,,333.4,199.52,0,35.78,-4.322,,,,,,,,,,,
59,19Apr2024 1450,61.8,,335.1,163.62,0,42.005,-4.289,,,,,,,,,,,
60,19Apr2024 1455,62.69,,330.4,141.21,0,38.336,-4.517,,,,,,,,,,,
61,19Apr2024 1500,64.48,0,334.6,148.48,0,35.633,-4.483,11.2,3.167,15.1,4.05,23.4,5.361,26.2,6.2,17.8,5.344,
62,19Apr2024 1505,67.46,,330.9,150.22,0,35.928,-4.544,,,,,,,,,,,
63,19Apr2024 1510,69.94,,324.3,160.07,0,28.465,-4.644,,,,,,,,,,,
64,19Apr2024 1515,69.12,,325.7,255.18,0,32.501,-4.35,,,,,,,,,,,
65,19Apr2024 1520,63.38,,325.1,220.1,0,32.652,-4.267,,,,,,,,,,,
66,19Apr2024 1525,65.12,,326.3,188.16,0,30.892,-4.233,,,,,,,,,,,
67,19Apr2024 1530,67.04,,317.5,212.96,0,29.167,-4.417,,,,,,,,,,,
68,19Apr2024 1535,62.88,,334.8,191.43,0,32.764,-4.3,,,,,,,,,,,
69,19Apr2024 1540,64.78,,320.7,208.58,0,31.651,-4.217,,,,,,,,,,,
70,19Apr2024 1545,63.57,,325.8,201.27,0,37.8,-4.233,,,,,,,,,,,
71,19Apr2024 1550,61.51,,327.8,239.51,0,39.82,-4.122,,,,,,,,,,,
72,19Apr2024 1555,60.09,,333.2,250.11,0,33.725,-3.961,,,,,,,,,,,
73,19Apr2024 1600,61.65,1.016,320.8,334.56,0,28.001,-3.822,11.2,3.283,15.1,3.978,23.4,5.267,26.2,6.211,17.8,5.306,

A
B,,BOMN8,BOMN8,BOMN8,BOMN8,BOMN8,BOMN8,BOMN8,BOMN8-D02in,BOMN8-D02in,BOMN8-D04in,BOMN8-D04in,BOMN8-D08in,BOMN8-D08in,BOMN8-D20in,BOMN8-D20in,BOMN8-D40in,BOMN8-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
1,19Apr2024 1000,82.5,4.064,282.1,0,0,27.335,-5.106,19.1,2.389,22.1,2.806,25.5,4.156,27.2,4.833,14.7,4.017,
2,19Apr2024 1005,82.4,,275.6,0,0,25.945,-5.094,,,,,,,,,,,
3,19Apr2024 1010,82.8,,280.2,0,0,26.464,-5.139,,,,,,,,,,,
4,19Apr2024 1015,83.3,,276.9,0,0,24.188,-5.261,,,,,,,,,,,
5,19Apr2024 1020,84,,275.7,0,0,24.743,-5.333,,,,,,,,,,,
6,19Apr2024 1025,84.6,,277.6,0,0,23.983,-5.239,,,,,,,,,,,
7,19Apr2024 1030,84.2,,277.5,0,0,22.093,-5.15,,,,,,,,,,,
8,19Apr2024 1035,84.1,,278.6,0,0,21.744,-5.206,,,,,,,,,,,
9,19Apr2024 1040,84.2,,274.3,0,0,26.186,-5.361,,,,,,,,,,,
10,19Apr2024 1045,84.9,,280.3,0,0,24.631,-5.367,,,,,,,,,,,
11,19Apr2024 1050,85.1,,279,0,0,23.076,-5.3,,,,,,,,,,,
12,19Apr2024 1055,85,,281.5,0,0,23.854,-5.267,,,,,,,,,,,
13,19Apr2024 1100,84.8,4.064,285.3,0,0,22.334,-5.183,19.1,2.261,22.1,2.689,25.4,4.006,27.2,4.828,14.7,3.983,
14,19Apr2024 1105,84.6,,280.5,0,0,25.855,-5.083,,,,,,,,,,,
15,19Apr2024 1110,83.4,,290.1,0,0,28.26,-5,,,,,,,,,,,
16,19Apr2024 1115,81.8,,291.4,0,0,31.54,-4.911,,,,,,,,,,,
17,19Apr2024 1120,80.4,,289.8,0,0,29.837,-4.839,,,,,,,,,,,
18,19Apr2024 1125,79.29,,292.8,0.01,0,28.778,-4.872,,,,,,,,,,,
19,19Apr2024 1130,79.24,,297.5,0.03,0,30.596,-4.872,,,,,,,,,,,
20,19Apr2024 1135,78.48,,292.3,0.1,0,31.464,-4.906,,,,,,,,,,,
21,19Apr2024 1140,77.7,,291.5,0.26,0,29.56,-4.967,,,,,,,,,,,
22,19Apr2024 1145,77.91,,295.5,0.61,0,28.649,-4.994,,,,,,,,,,,
23,19Apr2024 1150,77.87,,294.9,1.26,0,26.816,-5,,,,,,,,,,,
24,19Apr2024 1155,77.55,,295.1,2.1,0,22.651,-5.022,,,,,,,,,,,
25,19Apr2024 1200,78.45,,294.1,3.47,0,21.096,-5.094,19.1,2.144,22.1,2.583,25.4,3.95,27.2,4.783,14.7,4.067,
26,19Apr2024 1205,79.18,,298.5,6.91,0,23.17,-5.178,,,,,,,,,,,
27,19Apr2024 1210,79.24,,291.7,8.13,0,23.688,-5.222,,,,,,,,,,,
28,19Apr2024 1215,79.44,,297.6,16.82,0,23.188,-5.367,,,,,,,,,,,
29,19Apr2024 1220,80.3,,294.7,28.46,0,22.464,-5.461,,,,,,,,,,,
30,19Apr2024 1225,81,,291.2,45.46,0,22.964,-5.544,,,,,,,,,,,
31,19Apr2024 1230,81.4,,286.4,60.73,0,21.503,-5.55,,,,,,,,,,,
32,19Apr2024 1235,81.6,,292.3,79.41,0,22.352,-5.556,,,,,,,,,,,
33,19Apr2024 1240,80.4,,293.1,70.56,0,27.223,-5.467,,,,,,,,,,,
34,19Apr2024 1245,79.22,,295.2,81.59,0,30.355,-5.4,,,,,,,,,,,
35,19Apr2024 1250,78.51,,295.5,104.14,0,30.056,-5.267,,,,,,,,,,,
36,19Apr2024 1255,77.46,,290.7,114.46,0,28.26,-5.222,,,,,,,,,,,
37,19Apr2024 1300,76.06,4.064,292.9,135.03,0,29.873,-5.133,19,2.039,22,2.494,25.4,3.828,27.1,4.75,14.7,4.028,
38,19Apr2024 1305,75.2,,296.7,148.64,0,29.225,-5.039,,,,,,,,,,,
39,19Apr2024 1310,74.38,,292.1,146.73,0,34.279,-4.989,,,,,,,,,,,
40,19Apr2024 1315,74.11,,296,106.15,0,32.612,-5.089,,,,,,,,,,,
41,19Apr2024 1320,74.51,,294.1,113.38,0,32.836,-5.083,,,,,,,,,,,
42,19Apr2024 1325,75.04,,293.9,166.22,0,29.02,-5.117,,,,,,,,,,,
43,19Apr2024 1330,74.13,,294.6,158.53,0,32.688,-4.939,,,,,,,,,,,
44,19Apr2024 1335,73.78,,293.7,175.38,0,29.797,-4.683,,,,,,,,,,,
45,19Apr2024 1340,71.62,,303.5,144.99,0,33.52,-4.589,,,,,,,,,,,
46,19Apr2024 1345,71.71,,298,126.26,0,29.743,-4.772,,,,,,,,,,,
47,19Apr2024 1350,71.69,,290.5,196.24,0,35.356,-4.578,,,,,,,,,,,
48,19Apr2024 1355,69.14,,295.1,254.2,0,31.576,-4.294,,,,,,,,,,,
49,19Apr2024 1400,67.46,12.954,299.9,168.59,0,35.597,-4.1,19,1.983,22,2.433,25.3,3.728,27.1,4.767,14.7,4.022,
50,19Apr2024 1405,67.01,,298.9,213.17,0,35.705,-4.144,,,,,,,,,,,
51,19Apr2024 1410,66.62,,301.2,178.09,0,30.967,-4.039,,,,,,,,,,,
52,19Apr2024 1415,64.45,,298.3,147.32,0,34.02,-4.117,,,,,,,,,,,
53,19Apr2024 1420,65.11,,301.8,211.83,0,36.151,-4.206,,,,,,,,,,,
54,19Apr2024 1425,63.65,,303.3,300.97,0,39.391,-3.889,,,,,,,,,,,
55,19Apr2024 1430,62.78,,305.6,262.66,0,36.652,-3.778,,,,,,,,,,,
56,19Apr2024 1435,63.26,,296.5,179.41,0,31.723,-3.778,,,,,,,,,,,
57,19Apr2024 1440,62.28,,295.6,185.97,0,35.575,-3.911,,,,,,,,,,,
58,19Apr2024 1445,63.45,,301.1,228.02,0,34.337,-3.922,,,,,,,,,,,
59,19Apr2024 1450,63.02,,308.8,202.16,0,37.8,-3.767,,,,,,,,,,,
60,19Apr2024 1455,63.84,,306.3,215.5,0,36.115,-3.944,,,,,,,,,,,
61,19Apr2024 1500,63.78,5.08,307.6,262.23,0,34.096,-3.694,19,1.956,21.9,2.344,25.3,3.644,27.1,4.733,14.7,4.083,
62,19Apr2024 1505,62.96,,296.5,204.56,0,36.464,-3.844,,,,,,,,,,,
63,19Apr2024 1510,62.53,,303.3,241.23,0,31.464,-3.689,,,,,,,,,,,
64,19Apr2024 1515,60.98,,288.4,232.66,0,33.8,-3.344,,,,,,,,,,,
65,19Apr2024 1520,60.12,,290.2,239.64,0,31.428,-3.406,,,,,,,,,,,
66,19Apr2024 1525,61.72,,282.1,244.44,0,34.78,-3.356,,,,,,,,,,,
67,19Apr2024 1530,59.12,,304,294.56,0,36.965,-3.233,,,,,,,,,,,
68,19Apr2024 1535,59.16,,303,273.98,0,36.688,-3.122,,,,,,,,,,,
69,19Apr2024 1540,60.31,,302.4,324.15,0,29.743,-2.983,,,,,,,,,,,
70,19Apr2024 1545,59.58,,297.6,305.15,0,31.964,-2.894,,,,,,,,,,,
71,19Apr2024 1550,59.03,,305.8,480.52,0,31.651,-2.522,,,,,,,,,,,
72,19Apr2024 1555,56.92,,305.9,479.85,0,37.872,-2.372,,,,,,,,,,,
73,19Apr2024 1600,57.73,5.08,296.6,345.93,0,34.744,-2.739,19,1.883,21.9,2.217,25.3,3.583,27.1,4.717,14.7,4.044,

A
B,,CRGN8,CRGN8,CRGN8,CRGN8,CRGN8,CRGN8,CRGN8,CRGN8-D02in,CRGN8-D02in,CRGN8-D04in,CRGN8-D04in,CRGN8-D08in,CRGN8-D08in,CRGN8-D20in,CRGN8-D20in,CRGN8-D40in,CRGN8-D40in
C,UTC,%-RelativeHumidity,Depth-Snow,Dir-Wind,Irrad,Precip,Speed-Wind,Temp-Air,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil,%-SoilMoisture,Temp-Soil
E
F,,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS,Raw-MADIS
Units,,%,mm,deg,W/m2,mm,kph,C,%,C,%,C,%,C,%,C,%,C
Type,,PER-AVER,INST-VAL,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-AVER,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL,INST-VAL
1,19Apr2024 1000,75.41,8.89,294.5,0,0,30.02,-4.3,28.1,1.639,26.6,2.978,26.2,3.683,25.7,4.072,19.2,3.272,
2,19Apr2024 1005,75.26,,292.9,0,0,30.132,-4.306,,,,,,,,,,,
3,19Apr2024 1010,75.63,,294.1,0,0,31.504,-4.289,,,,,,,,,,,
4,19Apr2024 1015,76.12,,288.1,0,0,31.964,-4.267,,,,,,,,,,,
5,19Apr2024 1020,76.28,,293.1,0,0,29.707,-4.344,,,,,,,,,,,
6,19Apr2024 1025,76.85,,290.6,0,0,30.244,-4.4,,,,,,,,,,,
7,19Apr2024 1030,77.04,,294,0,0,29.131,-4.417,,,,,,,,,,,
8,19Apr2024 1035,76.94,,292.1,0,0,33.412,-4.494,,,,,,,,,,,
9,19Apr2024 1040,77.06,,295.6,0,0,28.501,-4.533,,,,,,,,,,,
10,19Apr2024 1045,76.71,,292.7,0,0,27.817,-4.528,,,,,,,,,,,
11,19Apr2024 1050,76.18,,292.7,0,0,30.244,-4.544,,,,,,,,,,,
12,19Apr2024 1055,76.63,,292.9,0,0,30.355,-4.572,,,,,,,,,,,
13,19Apr2024 1100,76.76,8.89,292,0,0,30.78,-4.578,27.9,1.572,26.6,2.889,26.2,3.561,25.7,4.033,19.2,3.283,
14,19Apr2024 1105,76.12,,293.8,0,0,32.836,-4.572,,,,,,,,,,,
15,19Apr2024 1110,75.99,,292.5,0,0,28.613,-4.617,,,,,,,,,,,
16,19Apr2024 1115,76.27,,294.4,0,0,27.299,-4.622,,,,,,,,,,,
17,19Apr2024 1120,76.04,,301.8,0,0,30.892,-4.622,,,,,,,,,,,
18,19Apr2024 1125,74.67,,300.4,0,0,35.057,-4.633,,,,,,,,,,,
19,19Apr2024 1130,75.12,,297.8,0,0,29.707,-4.667,,,,,,,,,,,
20,19Apr2024 1135,75.75,,300.2,0,0,31.075,-4.689,,,,,,,,,,,
21,19Apr2024 1140,75.91,,296.8,0,0,29.52,-4.722,,,,,,,,,,,
22,19Apr2024 1145,76.53,,298.1,0,0,29.779,-4.717,,,,,,,,,,,
23,19Apr2024 1150,76.47,,302.9,0,0,29.408,-4.717,,,,,,,,,,,
24,19Apr2024 1155,76.54,,302,2.07,0,29.743,-4.661,,,,,,,,,,,
25,19Apr2024 1200,77.25,12.954,294.9,6.18,0,26.132,-4.667,27.6,1.472,26.6,2.75,26.2,3.494,25.7,4.028,19.2,3.356,
26,19Apr2024 1205,77.53,,291.3,10.43,0,29.484,-4.639,,,,,,,,,,,
27,19Apr2024 1210,77.49,,299.9,13.36,0,28.076,-4.606,,,,,,,,,,,
28,19Apr2024 1215,77.12,,298.3,12.29,0,26.892,-4.556,,,,,,,,,,,
29,19Apr2024 1220,77.09,,298.7,13.54,0,27.004,-4.494,,,,,,,,,,,
30,19Apr2024 1225,76.73,,294.6,22.98,0,29.095,-4.4,,,,,,,,,,,
31,19Apr2024 1230,76.14,,299.4,35.87,0,30.316,-4.306,,,,,,,,,,,
32,19Apr2024 1235,75.83,,297.5,38.75,0,28.613,-4.206,,,,,,,,,,,
33,19Apr2024 1240,75.12,,294.6,38.94,0,30.28,-4.139,,,,,,,,,,,
34,19Apr2024 1245,74.56,,295.8,42.37,0,31.28,-4.078,,,,,,,,,,,
35,19Apr2024 1250,74.81,,300.2,46.27,0,27.058,-3.983,,,,,,,,,,,
